 MASS_RT,2,5,12,15,19,21,23,25,27,28,30,32,33,34,35,36,39,40,43,44,46,47,48,49,50,53,54,56,57,60,62,64,65,68,70,71, C12A, C15B, C19B, C21B, C23A, C25B, C27A, C28A, C2A, C30B, C32B, C33A, C34B, C35B, C36A, C39A, C40B, C42A, C43A, C44B, C46B, C47A, C48A, C50B, C53A, C56B, C57A, C5A, C60A, C62B, C64B, C65A, C67B, C68A, C70A, C71B, C8A,,,,,
585.3632_18.48,43509,64858,47339,73173,42474,80607,41680,49956,40364,67038,71095,63868,44475,62477,48009,55940,43528,37853,51567,51847,51617,32130,67866,39635,44245,62897,35432,49482,62492,55764,56345,55370,51372,48549,52270,59261,54465,41509,55121,70797,30134,55543,58221,61973,51319,51893,56570,34117,27791,63602,61661,42419,56125,52642,18332,32689,56489,51060,45123,39037,45212,54370,54046,62412,63056,60943,58271,57664,44498,40463,91118,72226,46361,,,,,
585.3633_19.52,2017591,1994446,2241056,2472131,1502165,4167228,1452551,1722783,1252094,2600260,2699088,2093975,1518573,2189306,1911352,2133103,1721214,1590959,1551822,2708629,2003306,1392378,3237989,1478615,1926334,2151293,1384728,1784153,2427818,2505193,2310169,1531128,1762335,1637865,2655296,1622278,1867816,2053871,2896416,2210127,1157112,1657770,2649715,1312283,1761853,1896694,2024574,1301848,1139322,3216861,1606300,2010194,2864086,1661406,867297,1186788,2606668,2194024,2271588,1420747,1016737,1851163,1937883,2553270,1846483,1726948,2751290,2319200,1307819,1724495,2553413,2808018,1833999,,,,,
586.4924_31,164389,68039,586120,244815,61375,84429,215268,92419,40484,144683,273942,80898,427929,88358,279285,602899,288807,123873,53999,87030,146446,137785,346745,86731,214072,104187,431805,155622,139674,454925,377658,167899,166218,71210,129291,145361,467001,351266,204665,227794,276367,252887,225524,97644,225040,210854,65241,272634,36965,978678,265566,296341,488828,329352,232156,54223,1271324,1024426,70220,11463,123858,318979,200674,557200,89907,149626,469581,334719,78244,166805,206216,110737,286432,,,,,
587.3213_15.87,635470,1379899,635626,420868,420476,1917906,5469890,779783,639047,1737967,962168,1861336,1026907,640379,426783,468955,862580,1394096,261626,615907,596205,322200,1100927,119831,1389245,917211,332705,470784,670742,654531,809842,1086231,444782,399455,895817,210334,397134,765478,2111683,1944769,649511,1092769,1768111,260369,445680,1231877,1341932,667870,145896,840823,640050,427672,1364826,663655,298634,316492,536792,931164,754050,545209,465257,396774,962595,412227,428639,519269,465856,869085,361155,1203631,268835,1089542,1155930,,,,,
587.3238_15.34,109305,229620,111729,74818,86414,324635,923280,134881,109579,277823,161772,317062,186885,112792,81649,85864,156359,237731,52009,110844,106945,64009,184704,22860,252625,154937,56108,88731,111675,112804,138572,177319,82409,71451,144961,40165,82625,142774,372248,340551,113243,195378,330978,50606,81047,214407,243301,122839,28548,148541,120018,75546,245379,121027,55832,61714,93202,179505,136797,101828,91175,72439,156619,74428,72716,104209,82065,146079,65422,213708,50747,181424,208516,,,,,
589.3372_17.23,789092,908663,1224880,1179659,641062,1369507,1397521,762930,480208,1436456,1056386,1029987,850367,751866,904848,1153054,717191,682716,877109,1044498,656421,591073,1138542,579920,1045264,1091553,724742,789004,812027,1214422,1460709,1409839,584506,624251,1027416,612280,966074,917936,1058902,740657,1156704,1095729,925596,1048123,744468,1157315,674290,642456,598243,1292281,897478,444706,891473,1128156,394786,561149,1215791,702869,1125760,822866,528187,1013535,887213,971149,1268334,730343,1159417,924453,779349,862176,1183682,1515200,653058,,,,,
589.3374_17.88,3351382,3757227,5957194,5654263,2923400,6117633,6338756,3796353,2167073,6927431,4826844,4706857,3933296,3461586,4601263,5286753,3538856,3248182,4418739,4663225,3022729,2743197,5731866,3251540,4910467,5417796,3764767,3876602,3918934,5755867,7414235,7483561,2683417,3047456,5265685,2870805,4446893,4384002,5176585,3389073,5518987,5260793,4091368,4986379,3357675,5903903,3136281,2900540,3133222,5580688,4274584,1974419,3876256,5724093,1776228,2639840,6044734,3102668,5604388,4156670,2410129,5337645,3753821,5103917,7266373,3313441,5351272,3934554,4270439,4019503,6044751,7133616,3091266,,,,,
589.9048_0.6,620462,618742,618529,601732,763510,579199,673059,812615,793641,667819,684851,674245,742810,776133,752117,701550,781429,522397,703551,759828,637402,629142,520630,623770,670375,717379,607184,790683,700144,606113,672764,632504,801797,658940,631767,690569,745579,651400,635194,648285,728101,654615,701695,708129,694304,618548,808270,778497,764249,603103,676756,689859,689238,748159,793396,726260,493836,612274,674868,721531,747000,752903,611273,708781,831891,751159,725131,617013,755094,617704,767409,730891,560301,,,,,
591.3522_20.25,94321,72675,160043,137886,71067,247805,84542,60617,49740,148590,108463,89927,62088,87036,111350,120154,74482,49824,70271,157002,70978,60003,250591,63041,109148,77562,67854,68606,126674,136755,152032,120465,69424,59381,99308,58548,100208,81023,135329,122795,62963,88629,106131,76588,105318,121809,75483,69437,56619,175352,73422,54676,155831,79650,33539,66223,201320,121053,226573,72776,38898,116652,95366,115390,111965,114524,96808,74068,68566,123481,133786,221309,64069,,,,,
591.3523_18.65,308557,374149,533131,523658,371947,401616,253409,257527,232703,449775,362788,303554,347641,250935,427399,606860,358163,173459,409082,318560,243198,243404,314864,233201,297581,313536,388458,411040,295945,616149,474584,684218,317773,155758,244652,174847,563671,295736,251140,352265,273669,374300,274501,478538,314765,430413,239969,227304,197067,817118,359316,233686,415716,399266,114165,146140,449807,290637,460392,252398,245118,227694,561586,291264,316540,387635,385597,291982,174790,259843,420454,288687,173457,,,,,
591.3525_20.15,110397,77170,173582,162138,78021,307753,70981,54162,42346,144549,118769,93248,60945,77219,126035,129731,84581,40744,72881,174319,65911,52895,298483,61830,118254,71878,74176,70120,130163,155838,148339,148614,61538,51433,97898,49706,108411,77446,121622,135842,57246,92530,106021,70940,110777,129907,75922,64582,60922,198516,66382,52224,182725,79463,26676,62666,234218,140229,268851,86136,33681,115855,90296,118986,108304,129167,94464,64541,62427,131319,122473,267302,53431,,,,,
591.3531_18.65,219571,270609,405221,382306,276950,292541,186222,189678,167472,328480,261602,221785,260801,181197,312745,453984,259747,128728,295494,227904,181131,185902,236227,167104,217396,229732,295822,303256,213239,451541,354769,492837,231848,115284,177553,127331,397456,215687,184143,258226,198560,266261,191776,345954,223311,310118,176836,162436,143334,609229,254671,166359,304176,291862,84437,103047,325109,212110,337467,178976,183700,163081,410183,214166,227884,272668,280695,215059,124982,185793,305054,218068,125289,,,,,
591.3531_19.24,1658066,1760252,2630998,2706165,1638413,1802595,1315669,1204725,1072810,2105095,1667089,1583908,1668250,1186138,2106146,2922629,1794733,828305,2132471,1516114,1205441,1187419,1698851,1258428,1479846,1672364,2142977,2173941,1349042,2937390,2473074,3560620,1316815,767459,1240673,869716,2623548,1461554,1298386,1590009,1265444,1828356,1407571,2181920,1480659,2213479,1121659,1041605,1018379,4060602,1723520,1160481,2082639,2007858,546881,673845,2265110,1354391,2342221,1286525,1139339,1146782,2647892,1406232,1677736,1759215,1859566,1377613,962917,1267947,1981421,1358121,883397,,,,,
592.2521_31.16,112487,183542,299223,230507,172259,96949,364483,91743,229983,150146,159511,826454,375866,234134,82459,178557,77782,240077,343687,77629,555042,204751,172583,299199,152511,220251,214844,316445,98632,209549,772781,398266,146850,225329,102472,184383,206749,418049,360463,78779,132471,292771,408574,224452,246546,101690,136277,108484,183570,203322,602177,251030,115922,428598,137705,73206,150454,87024,145969,360272,318973,132600,192168,175925,284430,131605,241786,183124,115421,192036,329717,98836,550743,,,,,
593.273_17.55,20132,30888,18706,26987,24824,48220,19179,19944,19807,23881,24000,22445,24431,14926,27508,27195,28398,21024,15195,17163,18331,12416,25656,10454,17813,16423,13224,22335,14667,17175,27783,48167,19299,25410,14419,12864,17307,12292,30679,22280,22014,24817,20737,15353,12536,18879,15247,17072,10391,27496,26632,18928,31035,17391,12331,9868,22465,25578,29316,13218,15067,18009,29272,14460,15910,22621,22312,28368,20825,35007,13154,17604,20865,,,,,
593.3573_20.55,52373,60107,45296,77387,39407,49642,56547,55543,25644,57894,45127,55203,42753,43452,43774,62492,42033,38650,44634,44980,53652,34098,43202,41715,36003,71603,38407,67349,45768,57856,71176,94551,48592,43394,38395,38166,58027,50128,70296,44492,25869,43307,82889,52204,44597,42089,35559,33142,31392,89066,58665,46511,69415,70994,19322,25577,43976,44208,36556,38409,39754,44371,79839,37807,67328,49196,73535,53275,35878,31996,66898,36539,44570,,,,,
593.3682_21.35,237865,298692,255366,424424,184582,304012,300627,266030,135059,284908,234769,284483,215184,233316,207528,326244,204863,193080,250442,221798,289752,184426,217148,215973,172805,386108,221472,342875,240133,303349,396453,487889,230928,242164,233468,181995,295450,261775,365837,242012,157661,219191,422941,249026,237043,220022,175554,158366,155533,486803,303003,213566,365714,358799,93427,118935,228189,215648,187306,190055,201144,209502,444264,168145,303684,235434,369725,302550,183526,167971,368133,198504,235823,,,,,
595.3153_17.25,14759,21103,26115,34776,33110,17483,31438,12205,18304,25100,42838,35320,26662,25811,18854,35437,17842,21872,26218,30985,31649,16880,15021,10778,14065,28024,18126,24351,17980,20603,28938,27949,29659,15595,21204,20593,24047,25298,31770,29563,16758,14325,21768,29913,25258,28619,11714,18413,18232,38211,27283,10914,13539,18427,12335,22797,12410,13403,24351,8225,20498,22939,20100,30629,22717,19580,42484,29410,14902,15666,39557,38231,21876,,,,,
595.384_24.13,137292,132553,148599,196668,90825,201135,218462,164838,83380,209857,268798,193324,115809,219805,144908,205756,128365,139991,136376,165648,200141,113589,161617,147661,123153,284312,116902,179350,264505,176068,175927,160533,193390,177236,186913,140396,148013,184268,303031,169001,102386,126954,344116,119954,147267,191362,182715,93815,95978,268735,199442,104234,214080,166785,66610,70493,174378,110127,123919,85588,102067,170393,134639,184239,120078,136022,232847,164278,160672,99603,223455,140589,235955,,,,,
596.2953_20.87,289672,320412,204091,245928,128525,193696,241712,192614,135660,273444,244048,303961,200979,158544,115461,274996,215570,222693,333200,185590,223212,216372,158253,229503,195995,255438,138664,232888,95889,208063,292096,326493,128370,200007,142182,209948,221722,163871,209341,180336,132601,299184,270938,218588,137908,159530,106619,155090,147093,310832,326722,240010,186754,416527,97788,68898,165985,124633,151798,223415,379843,120287,444469,113147,236547,193493,295831,532421,175447,203866,422098,132582,214549,,,,,
596.2957_20.87,289458,320412,203978,245547,128525,193829,241256,192614,135527,273444,244048,303691,200862,158120,115461,274880,215570,222837,332891,185590,223508,216233,157549,229643,195992,255175,138664,232888,95889,208063,291923,325946,128370,199863,142182,209948,221440,163545,209177,180336,132601,299451,270938,218189,137908,159833,106216,155090,147093,310574,326071,240150,186754,416397,97788,68898,166123,124264,151798,223415,379575,119898,444469,113147,236728,193620,295957,532256,175282,203866,422284,132582,214549,,,,,
596.2962_19.73,32467,40315,30739,31319,18469,26961,33032,25341,22357,31110,32744,37576,28674,23325,18801,37521,29492,31777,40605,25242,28227,30972,23073,30641,25239,36460,19888,32291,13568,26339,37696,43353,18979,28860,16902,29606,27476,21272,27149,25566,18689,38528,35058,30375,18064,22531,17244,20243,20095,41367,40320,31157,24849,54603,14453,10242,23556,20789,23143,29770,48275,18280,56175,17797,29770,27376,38597,66392,26179,27122,53320,19259,27582,,,,,
596.4988_36.28,125812,53037,125076,30892,43863,114371,80776,13605,53681,81477,74877,123492,139817,83027,29756,136941,43550,56826,80053,39298,53179,94743,80072,63783,124430,28865,77001,54782,57319,149422,210501,60245,163893,24345,82066,56107,61355,143228,127232,57935,86394,64911,155824,49089,78019,24360,48079,167565,115141,243595,56800,122877,86348,65853,190491,4813,151298,42900,131413,64322,75722,73199,30464,177637,57347,70178,40453,77057,30061,81408,66988,23096,120201,,,,,
597.4002_27.78,41698,52145,56748,87513,44188,73765,104811,94662,56533,56699,83674,88605,47680,82558,57504,80024,43328,56456,63185,56132,99378,51268,85128,64849,61115,87590,30157,67055,68900,55601,110211,44179,65491,109735,74538,63098,60351,75424,108724,60496,41821,47666,143923,61503,66132,52230,65366,48947,42745,92375,78599,38253,49080,78877,29260,22901,73296,63083,42873,35425,35760,61858,46510,81570,62030,51650,94606,79665,64929,44143,107077,55081,60031,,,,,
597.5028_35.57,66301,20051,75232,14779,16820,62821,29420,9797,23191,47492,35958,65496,121128,40135,13956,120823,23267,22777,38869,23988,34622,52948,33144,39904,42713,14304,57546,23203,41376,99627,121092,32372,92283,10745,43802,35350,30381,68032,80907,36304,43556,44612,133092,30554,66545,10383,26543,74731,98732,177244,30249,133528,56917,31517,109358,3723,85735,18093,75410,22294,53642,42432,10347,83148,22331,35805,16454,35300,26947,37204,33777,20661,57091,,,,,
598.3112_25.16,392027,235860,189579,228138,114734,345374,122885,99350,82397,338554,275887,278894,145771,186000,135108,226658,199264,169147,179489,234747,164266,139606,299385,178513,236265,142155,142956,186600,133143,252725,146356,178154,177441,113413,333095,131729,207877,190111,277593,197948,112634,167329,319166,93694,127297,172748,137895,126758,111477,286791,217394,188307,317669,198467,72600,73951,249332,133614,234609,188666,145682,143221,266088,171730,109591,203425,288407,413366,102337,176555,307312,184490,116957,,,,,
599.3_19.25,89768,85213,96785,105923,91576,95528,95285,102736,71976,84183,92054,108371,93297,90223,98657,98459,93899,88241,103134,78134,96991,79400,111203,85871,96292,108307,85505,107701,93651,87417,121537,109506,79918,89913,81148,90181,100279,86931,111960,95099,71620,91186,103736,90744,90872,101113,103506,78428,78055,103854,104485,74875,91241,106676,61146,66733,97211,101313,97927,88986,93344,105679,80722,113042,128424,101793,106216,82864,95568,91613,127070,92946,88305,,,,,
600.2562_1.03,12379,8409,20660,16968,6312,11319,15021,17551,14758,21841,21035,11680,15335,28039,22470,22960,39052,20685,25684,40192,40060,40011,42098,12603,20053,29352,34206,19779,36667,28153,71166,19157,21163,24816,33763,55206,16739,14952,14224,9676,9489,23655,41355,14220,26434,8274,10686,12242,14821,28375,22091,33888,42389,39410,22520,13512,63726,50093,24287,10412,19057,27468,15771,21130,33663,25720,19328,17988,12444,19022,30919,54830,27164,,,,,
600.3254_37.03,114706,95908,135743,206503,39536,112621,126606,101224,38232,89626,120106,120668,98136,66880,83254,189874,103516,103131,110495,68280,91984,58126,112914,92452,71058,127849,100213,140896,46394,131585,154177,190725,69724,80683,65818,44278,112910,107428,101007,86015,71214,107439,139390,80713,94158,129062,69748,68688,68800,262369,116379,61138,123730,129849,44670,21114,127957,116085,118530,69711,63030,112492,127166,122558,95435,71722,98444,76613,83515,112701,156406,48867,81852,,,,,
602.4483_30.54,35283,16876,65153,47180,20630,38613,55179,24134,16081,24396,26676,27393,67476,23503,42819,69614,51183,18965,19992,14551,40047,19733,40956,14842,39895,22800,51820,28940,16250,47076,68379,46151,27131,21362,20484,21676,71359,53059,30852,43928,41836,54676,39358,22371,38587,28592,16972,40959,24831,85532,58218,29484,46955,52816,35209,13066,102742,126729,20394,11924,38263,49313,56467,63597,32891,36512,59160,56041,19272,50867,40387,20012,27164,,,,,
604.3429_17.77,49354,58745,59604,68446,40917,80547,71732,66157,45993,74976,59105,75984,53338,53795,46116,59455,65190,61675,58411,61966,64453,43840,56066,51932,56987,71734,53338,75176,43533,57511,83588,83978,48442,60734,58085,46351,56302,50488,82070,46705,44610,58776,77526,50488,53682,68788,53979,45336,39118,81858,62283,42275,68348,71094,31341,32732,50828,47006,50505,50906,47182,60758,66201,53414,75271,47955,75936,65538,50383,55162,78768,47699,61156,,,,,
605.8778_0.61,51037,53761,47953,54499,54922,48017,49421,71886,54269,41074,51930,49239,61711,51853,61446,52796,54179,40405,58931,60780,55179,46789,84318,51262,53549,48953,43983,55974,42658,39321,41077,46123,50701,44693,43601,47924,57252,50164,49332,52514,47313,51616,72197,53352,58775,60186,61165,67149,56000,61876,47703,50127,49982,51118,53066,43596,114878,43601,108429,47724,51485,53328,43530,53665,56640,49177,40765,37575,44171,37795,46545,50941,36578,,,,,
606.3621_20.21,33624,29704,32763,39254,22817,57878,22725,24564,16084,42426,38635,31762,22537,32145,27946,34278,26976,25317,22842,38254,31510,22194,51093,22398,27747,31969,21425,29271,35887,37992,39680,27344,28252,25509,38187,23873,28636,31116,45737,33551,16149,24129,38136,22332,25463,32238,31765,18338,17480,50942,24837,30323,47267,30680,11096,15841,41134,32252,36462,21770,12365,30472,28374,43346,34971,25810,42972,32852,21536,25223,44317,40208,27519,,,,,
606.4123_35.42,15318,16031,19503,36335,19031,24428,120116,17020,9711,15697,11356,37081,30112,9393,16351,25085,3594,28937,42729,440,34205,23863,31423,15291,75033,26679,19906,43039,5252,20011,87655,62722,8508,25214,5718,10337,20938,30541,21105,24879,25509,26792,21856,21616,24739,4433,21153,9672,5807,47669,18806,9736,10096,35053,19295,1340,31504,16057,10021,8812,41204,13054,24764,15536,9477,47376,36901,12988,19380,12363,47583,7253,9413,,,,,
